Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Proft,Operating Margin,Sales Method
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Apparel,60,175,10500,1575,0.15,Outlet
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,75,475,35625,14250,0.4,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,70,725,50750,12688,0.25,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75,600,45000,9000,0.2,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,75,600,45000,11250,0.25,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,75,475,35625,8906,0.25,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Apparel,85,350,29750,4463,0.15,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Apparel,100,650,65000,26000,0.4,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,80,800,64000,16000,0.25,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,85,650,55250,11050,0.2,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,85,600,51000,12750,0.25,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,40000,10000,0.25,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Apparel,85,550,46750,7013,0.15,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Apparel,100,550,55000,22000,0.4,Outlet
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,85,750,63750,15938,0.25,Outlet
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75,725,54375,10875,0.2,Outlet
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,70,600,42000,10500,0.25,Outlet
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,70,525,36750,9188,0.25,Outlet
Foot Locker,1128299,12/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,45,550,24750,8663,0.35,In-store
Foot Locker,1128299,12/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,7875,0.35,In-store
Foot Locker,1128299,12/10/2021,West,Wyoming,Cheyenne,Men's Apparel,55,500,27500,8250,0.3,In-store
Foot Locker,1128299,12/10/2021,West,Wyoming,Cheyenne,Women's Apparel,60,600,36000,9000,0.25,In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,30,350,10500,3675,0.35,In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,14000,4900,0.35,In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,14000,4900,0.35,In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,8000,2800,0.35,In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Apparel,45,150,6750,2700,0.4,In-store
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Apparel,40,400,16000,4800,0.3,In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,30,450,13500,4725,0.35,In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,14000,4900,0.35,In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,14000,4900,0.35,In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,200,8000,2800,0.35,In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Men's Apparel,45,125,5625,2250,0.4,In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Apparel,40,325,13000,3900,0.3,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,40,475,19000,6650,0.35,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,50,325,16250,5688,0.35,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,19250,6738,0.35,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,250,12500,4375,0.35,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,55,100,5500,2200,0.4,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Apparel,50,300,15000,4500,0.3,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,55,475,26125,9144,0.35,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,275,16500,5775,0.35,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,60,325,19500,6825,0.35,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,225,10125,3544,0.35,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Apparel,50,125,6250,2500,0.4,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Apparel,65,300,19500,5850,0.3,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,25000,8750,0.35,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,350,19250,6738,0.35,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,19250,6738,0.35,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,275,13750,4813,0.35,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Apparel,45,175,7875,3150,0.4,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Apparel,60,525,31500,9450,0.3,In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,55,775,42625,14919,0.35,In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,65,650,42250,14788,0.35,In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,80,650,52000,18200,0.35,In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,42000,14700,0.35,In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Apparel,90,400,36000,14400,0.4,In-store
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Apparel,105,700,73500,22050,0.3,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,85,850,72250,25288,0.35,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,90,700,63000,22050,0.35,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,90,650,58500,20475,0.35,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,550,46750,16363,0.35,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Apparel,90,600,54000,21600,0.4,In-store
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Apparel,105,600,63000,18900,0.3,In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,90,800,72000,25200,0.35,In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,80,775,62000,21700,0.35,In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,70,650,45500,15925,0.35,In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,425,29750,10413,0.35,In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Apparel,70,425,29750,11900,0.4,In-store
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Apparel,75,250,18750,5625,0.3,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,50,450,22500,7875,0.35,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,450,24750,8663,0.35,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,50,250,12500,4375,0.35,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,200,10000,3500,0.35,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Apparel,60,225,13500,5400,0.4,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Apparel,45,250,11250,3375,0.3,In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,40,350,14000,4900,0.35,In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,525,28875,10106,0.35,In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,50,350,17500,6125,0.35,In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,325,14625,5119,0.35,In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Apparel,55,300,16500,6600,0.4,In-store
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Apparel,60,350,21000,6300,0.3,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,45,575,25875,9056,0.35,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,50,650,32500,11375,0.35,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,45,475,21375,7481,0.35,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,55,450,24750,8663,0.35,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Apparel,75,425,31875,12750,0.4,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Apparel,80,550,44000,13200,0.3,In-store
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,65,750,48750,17063,0.35,In-store
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,75,750,56250,19688,0.35,In-store
Foot Locker,1128299,12/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,50,600,30000,9000,0.3,In-store
Foot Locker,1128299,12/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,27500,9625,0.35,In-store
Foot Locker,1128299,12/15/2021,Midwest,Michigan,Detroit,Men's Apparel,60,550,33000,13200,0.4,In-store
Foot Locker,1128299,12/15/2021,Midwest,Michigan,Detroit,Women's Apparel,65,650,42250,23238,0.55,In-store
Foot Locker,1128299,1/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,30,625,18750,7500,0.4,In-store
Foot Locker,1128299,1/18/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,425,12750,4463,0.35,In-store
Foot Locker,1128299,1/18/2021,Midwest,Michigan,Detroit,Women's Street Footwear,20,425,8500,2975,0.35,In-store
Foot Locker,1128299,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,6875,2750,0.4,In-store
Foot Locker,1128299,1/18/2021,Midwest,Michigan,Detroit,Men's Apparel,40,325,13000,4550,0.35,In-store
Foot Locker,1128299,1/18/2021,Midwest,Michigan,Detroit,Women's Apparel,30,425,12750,6375,0.5,In-store
Foot Locker,1128299,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,30,675,20250,8100,0.4,In-store
Foot Locker,1128299,2/18/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,325,9750,3413,0.35,In-store
Foot Locker,1128299,2/18/2021,Midwest,Michigan,Detroit,Women's Street Footwear,20,375,7500,2625,0.35,In-store
Foot Locker,1128299,2/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,6250,2500,0.4,In-store
Foot Locker,1128299,2/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,325,13000,4550,0.35,In-store
Foot Locker,1128299,2/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,30,400,12000,6000,0.5,In-store
Foot Locker,1128299,3/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,620,21700,8680,0.4,In-store
Foot Locker,1128299,3/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,300,10500,3675,0.35,In-store
Foot Locker,1128299,3/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,350,8750,3063,0.35,In-store
Foot Locker,1128299,3/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,6000,2400,0.4,In-store
Foot Locker,1128299,3/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,250,11250,3938,0.35,In-store
Foot Locker,1128299,3/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,35,350,12250,6125,0.5,In-store
Foot Locker,1128299,4/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,575,20125,8050,0.4,In-store
Foot Locker,1128299,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,275,8250,2888,0.35,In-store
Foot Locker,1128299,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,5500,1925,0.35,In-store
Foot Locker,1128299,4/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,200,5000,2000,0.4,In-store
Foot Locker,1128299,4/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,225,9000,3150,0.35,In-store
Foot Locker,1128299,4/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,30,350,10500,5250,0.5,In-store
Foot Locker,1128299,5/19/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,620,24800,9920,0.4,In-store
Foot Locker,1128299,5/19/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,325,11375,3981,0.35,In-store
Foot Locker,1128299,5/19/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,30,300,9000,3150,0.35,In-store
Foot Locker,1128299,5/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,225,6750,2700,0.4,In-store
Foot Locker,1128299,5/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,250,11250,3938,0.35,In-store
Foot Locker,1128299,5/19/2021,Midwest,Missouri,St. Louis,Women's Apparel,50,350,17500,8750,0.5,In-store
Foot Locker,1128299,6/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,600,21000,8400,0.4,In-store
Foot Locker,1128299,6/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,350,10500,3675,0.35,In-store
Foot Locker,1128299,6/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,375,9375,3281,0.35,In-store
Foot Locker,1128299,6/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,350,8750,3500,0.4,In-store
Foot Locker,1128299,6/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,350,14000,4900,0.35,In-store
Foot Locker,1128299,6/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,525,23625,11813,0.5,In-store
Foot Locker,1128299,7/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,750,30000,12000,0.4,In-store
Foot Locker,1128299,7/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,500,17500,6125,0.35,In-store
Foot Locker,1128299,7/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,30,425,12750,4463,0.35,In-store
Foot Locker,1128299,7/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,375,11250,4500,0.4,In-store
Foot Locker,1128299,7/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,375,15000,5250,0.35,In-store
Foot Locker,1128299,7/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,550,24750,12375,0.5,In-store
Foot Locker,1128299,8/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,700,28000,11200,0.4,In-store
Foot Locker,1128299,8/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40,475,19000,6650,0.35,In-store
Foot Locker,1128299,8/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,35,400,14000,4900,0.35,In-store
Foot Locker,1128299,8/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,8125,3250,0.4,In-store
Foot Locker,1128299,8/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,35,300,10500,3675,0.35,In-store
Foot Locker,1128299,8/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,40,475,19000,9500,0.5,In-store
Foot Locker,1128299,9/19/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,600,21000,8400,0.4,In-store
Foot Locker,1128299,9/19/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,400,12000,4200,0.35,In-store
Foot Locker,1128299,9/19/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,15,300,4500,1575,0.35,In-store
Foot Locker,1128299,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,4125,1650,0.4,In-store
Foot Locker,1128299,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,25,275,6875,2406,0.35,In-store
Foot Locker,1128299,9/19/2021,Midwest,Missouri,St. Louis,Women's Apparel,30,350,10500,5250,0.5,In-store
Foot Locker,1128299,10/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,525,18375,7350,0.4,In-store
Foot Locker,1128299,10/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,8750,3063,0.35,In-store
Foot Locker,1128299,10/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,6250,2188,0.35,In-store
Foot Locker,1128299,10/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,225,5625,2250,0.4,In-store
Foot Locker,1128299,10/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,35,225,7875,2756,0.35,In-store
Foot Locker,1128299,10/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,40,350,14000,7000,0.5,In-store
Foot Locker,1128299,11/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,500,17500,7000,0.4,In-store
Foot Locker,1128299,11/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,8750,3063,0.35,In-store
Foot Locker,1128299,11/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,295,7375,2581,0.35,In-store
Foot Locker,1128299,11/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,8125,3250,0.4,In-store
Foot Locker,1128299,11/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,300,13500,4725,0.35,In-store
Foot Locker,1128299,11/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,50,400,20000,10000,0.5,In-store
Foot Locker,1128299,12/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,45,650,29250,11700,0.4,In-store
Foot Locker,1128299,12/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,450,15750,5513,0.35,In-store
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,75,600,45000,18000,0.4,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75,600,45000,18000,0.4,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Apparel,85,525,44625,20081,0.45,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Apparel,90,625,56250,19688,0.35,Online
Foot Locker,1128299,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,20,675,13500,4050,0.3,Online
Foot Locker,1128299,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,30,675,20250,6075,0.3,Online
Foot Locker,1128299,1/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,30,475,14250,4275,0.3,Online
Foot Locker,1128299,1/5/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,35,475,16625,6650,0.4,Online
Foot Locker,1128299,1/5/2021,South,Louisiana,New Orleans,Men's Apparel,40,325,13000,3250,0.25,Online
Foot Locker,1128299,2/4/2021,South,Louisiana,New Orleans,Men's Street Footwear,25,625,15625,4688,0.3,Online
Foot Locker,1128299,2/4/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,35,600,21000,6300,0.3,Online
Foot Locker,1128299,2/4/2021,South,Louisiana,New Orleans,Women's Street Footwear,35,425,14875,4463,0.3,Online
Foot Locker,1128299,2/4/2021,West,Idaho,Boise,Women's Athletic Footwear,35,375,13125,5250,0.4,Online
Foot Locker,1128299,2/4/2021,West,Idaho,Boise,Men's Apparel,40,250,10000,2500,0.25,Online
Foot Locker,1128299,2/4/2021,West,Idaho,Boise,Women's Apparel,35,450,15750,7088,0.45,Online
Foot Locker,1128299,3/6/2021,West,Idaho,Boise,Men's Street Footwear,30,625,18750,6563,0.35,Online
Foot Locker,1128299,3/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40,625,25000,8750,0.35,Online
Foot Locker,1128299,3/6/2021,West,Idaho,Boise,Women's Street Footwear,30,450,13500,4725,0.35,Online
Foot Locker,1128299,3/6/2021,West,Idaho,Boise,Women's Athletic Footwear,35,350,12250,5513,0.45,Online
Foot Locker,1128299,7/6/2021,West,Idaho,Boise,Women's Apparel,65,800,52000,28600,0.55,Online
Foot Locker,1128299,8/8/2021,West,Idaho,Boise,Men's Street Footwear,50,750,37500,15000,0.4,Online
Foot Locker,1128299,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,55,750,41250,16500,0.4,Online
Foot Locker,1128299,8/8/2021,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,0.4,Online
Foot Locker,1128299,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,50,475,23750,11875,0.5,Online
Foot Locker,1128299,12/4/2021,West,Idaho,Boise,Men's Street Footwear,55,775,42625,17050,0.4,Online
Foot Locker,1128299,12/4/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,0.4,Online
Foot Locker,1128299,12/4/2021,West,Idaho,Boise,Women's Street Footwear,60,675,40500,16200,0.4,Online
Foot Locker,1128299,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,60,525,31500,15750,0.5,Online
Foot Locker,1128299,12/4/2021,West,Idaho,Boise,Men's Apparel,55,475,26125,9144,0.35,Online
Foot Locker,1128299,12/4/2021,West,Idaho,Boise,Women's Apparel,65,725,47125,25919,0.55,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Street Footwear,30,425,12750,4463,0.35,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Athletic Footwear,40,425,17000,6800,0.4,Online
